# Fission Barrier Parameters in JENDL-4.0
# taken from Table 4 in Actinoid files, by O. Iwamoto
#
#     Z  At  Acn    V1      hw1     V2      hw2
#                  [MeV]   [MeV]   [MeV]   [MeV]
#
  Cf  98 252 253   5.600   1.000   4.600   0.800
  Cf  98 252 252   6.000   1.040   5.000   0.800
  Cf  98 252 251   6.200   0.800   5.000   0.600
  Cf  98 252 250   6.200   1.040   5.400   0.600
  Cf  98 252 249   6.700   1.200   5.900   0.800
  Cf  98 253 254   6.200   1.040   5.400   0.600
  Cf  98 253 253   5.600   1.000   4.600   0.800
  Cf  98 253 252   6.000   1.040   5.000   0.800
  Cf  98 253 251   6.200   0.800   5.000   0.600
  Cf  98 253 250   6.200   1.040   5.400   0.600
  Cf  98 254 255   5.600   1.000   4.600   0.800
  Cf  98 254 254   6.200   1.040   5.400   0.600
  Cf  98 254 253   5.600   1.000   4.600   0.800
  Cf  98 254 252   6.000   1.040   5.000   0.800
  Cf  98 254 251   6.200   0.800   5.000   0.600
  Es  99 251 252   6.200   0.650   5.800   0.450
  Es  99 251 251   6.200   0.800   5.400   0.520
  Es  99 251 250   6.200   0.650   5.800   0.450
  Es  99 251 249   6.200   0.800   5.400   0.520
  Es  99 252 253   6.200   0.800   5.400   0.520
  Es  99 252 252   6.200   0.650   5.800   0.450
  Es  99 252 251   6.200   0.800   5.400   0.520
  Es  99 252 250   6.200   0.650   5.800   0.450
  Es  99 252 249   6.200   0.800   5.400   0.520
  Es  99 253 254   6.200   0.650   5.800   0.450
  Es  99 253 253   6.200   0.800   5.400   0.520
  Es  99 253 252   6.200   0.650   5.800   0.450
  Es  99 253 251   6.200   0.800   5.400   0.520
  Es  99 253 250   6.200   0.650   5.800   0.450
  Es  99 254 255   6.120   0.800   4.800   0.520
  Es  99 254 254   6.200   0.650   5.800   0.450
  Es  99 254 253   6.200   0.800   5.400   0.520
  Es  99 254 252   6.200   0.650   5.800   0.450
  Es  99 254 251   6.200   0.800   5.400   0.520
  Es  99 254 255   6.120   0.800   4.800   0.520
  Es  99 254 254   6.200   0.650   5.800   0.450
  Es  99 254 253   6.200   0.800   5.400   0.520
  Es  99 254 252   6.200   0.650   5.800   0.450
  Es  99 254 251   6.200   0.800   5.400   0.520
